year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,valence,tempo,time_signature,class
2001,219880,0.185,0.856,1,-9.792,1,0.0383,0.00712,0.926,0.232,165.973,4,Electronic
2015,228360,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.56,176.042,4,Electronic
2002,250360,0.516,0.337,9,-9.812,1,0.0286,0.635,0.521,0.323,152.411,4,Electronic
2002,222839,0.69,0.529,2,-7.555,0,0.0313,0.276,5.32e-06,0.596,148.056,4,Electronic
2008,189253,0.611,0.811,2,-5.353,1,0.0281,0.038,0.202,0.206,125.922,4,Electronic
1973,470266,0.351,0.31,2,-13.922,1,0.0308,0.701,0.0526,0.122,72.786,4,Electronic
2010,408960,0.448,0.501,0,-9.048,0,0.0256,0.722,0.945,0.341,175.967,3,Electronic
2012,181000,0.714,0.212,9,-13.178,0,0.0444,0.727,0.145,0.356,99.033,4,Electronic
2007,261920,0.924,0.651,7,-3.894,1,0.124,0.0203,0.0069,0.898,126.947,4,Electronic
2009,225120,0.546,0.544,0,-8.55,1,0.0246,0.219,0.000367,0.248,90.982,4,Electronic
2008,406626,0.324,0.993,7,-2.155,1,0.37,0.0317,0.925,0.046,131.967,4,Electronic
2000,211000,0.375,0.634,0,-10.543,1,0.0317,0.674,0.828,0.502,89.752,4,Electronic
2006,244773,0.516,0.873,0,-11.931,0,0.0563,0.000463,0.0142,0.503,123.033,4,Electronic
2008,180266,0.523,0.448,7,-10.116,1,0.0408,0.0115,0.947,0.574,170.003,4,Electronic
2003,230960,0.276,0.755,0,-5.406,1,0.046,0.00583,0.000543,0.194,137.149,4,Electronic
2010,226159,0.697,0.834,5,-6.47,0,0.0336,0.0263,0.937,0.959,90.478,4,Electronic
2008,252266,0.769,0.806,0,-3.833,1,0.0873,0.0482,0.0627,0.517,120.001,4,Electronic
1991,308426,0.592,0.835,7,-8.475,1,0.032,0.0393,0.209,0.703,114.436,4,Electronic
1998,190866,0.505,0.513,2,-9.648,0,0.031,0.557,0.894,0.309,129.871,4,Electronic
2004,135373,0.468,0.828,1,-4.833,1,0.0419,0.000356,0.0375,0.286,154.299,4,Electronic
1994,307493,0.652,0.493,11,-11.493,1,0.228,0.408,0.00034,0.462,164.269,4,Electronic
2006,303013,0.622,0.665,11,-8.752,0,0.0362,0.16,0.936,0.457,115.014,4,Electronic
2001,98533,0.495,0.67,8,-7.581,1,0.36,0.00485,0.588,0.519,153.532,4,Electronic
2005,207333,0.37,0.924,6,-4.833,0,0.0542,9.73e-06,0.0963,0.598,149.999,4,Electronic
2003,322373,0.667,0.299,7,-8.98,0,0.0392,0.751,0.839,0.382,90.016,4,Electronic
2007,220933,0.632,0.653,7,-7.384,1,0.214,0.0244,0.803,0.353,121.971,4,Electronic
2005,284280,0.812,0.516,9,-6.963,1,0.224,0.000369,1.09e-05,0.633,127.498,4,Electronic
2011,221093,0.59,0.844,11,-4.198,0,0.0459,0.00012,0.00017,0.794,121.978,4,Electronic
1996,48529,0.714,0.523,11,-14.986,1,0.849,0.484,7.89e-06,0.509,106.806,3,Electronic
2009,264693,0.526,0.929,7,-3.508,1,0.0507,0.00148,7.27e-06,0.237,105.016,4,Electronic
2007,431520,0.696,0.963,2,-6.625,0,0.0398,0.0105,0.857,0.574,118.01,4,Electronic
1994,257160,0.668,0.52,9,-11.098,1,0.0444,0.698,0.0165,0.556,153.963,4,Electronic
2009,299920,0.454,0.782,9,-7.52,0,0.0395,0.00355,0.906,0.743,78.987,4,Electronic
2014,285506,0.81,0.83,9,-6.917,0,0.0473,0.221,0.876,0.605,92.002,4,Electronic
2008,313866,0.363,0.964,7,-4.1,0,0.0843,0.000261,0.152,0.243,174.033,4,Electronic
2013,295280,0.393,0.636,9,-6.377,0,0.0383,0.00235,0.0354,0.364,79.519,4,Electronic
2001,271200,0.699,0.74,11,-9.303,0,0.033,0.0143,0.955,0.44,117.579,4,Electronic
2010,304733,0.488,0.68,8,-8.414,1,0.0308,0.00786,0.551,0.761,158.065,4,Electronic
1993,249133,0.507,0.87,5,-8.989,1,0.029,0.00074,0.0409,0.869,129.582,4,Electronic
1998,318893,0.798,0.593,11,-12.44,1,0.215,0.00423,0.181,0.67,141.063,4,Electronic
2007,427160,0.865,0.774,10,-11.215,1,0.0518,0.173,0.618,0.595,119.991,4,Electronic
2004,279773,0.477,0.833,7,-8.271,1,0.0315,0.00226,0.848,0.555,169.968,4,Electronic
2009,173653,0.64,0.726,2,-5.828,1,0.123,0.00297,0.00403,0.61,168.015,4,Electronic
2001,201800,0.653,0.869,8,-9.393,1,0.217,0.00435,0.413,0.515,125.207,4,Electronic
1994,290333,0.691,0.853,7,-11.298,0,0.0327,0.0171,0.0,0.929,120.055,4,Electronic
2005,260906,0.443,0.643,9,-7.007,0,0.0299,0.0199,0.891,0.333,170.016,3,Electronic
2012,384933,0.232,0.8,5,-6.863,1,0.0573,0.0523,0.00606,0.299,81.849,4,Jazz
2014,206091,0.515,0.747,9,-4.369,0,0.0434,0.0321,5.37e-05,0.365,178.134,4,Jazz
2013,177000,0.458,0.0781,6,-19.955,0,0.044,0.993,0.94,0.23,83.624,4,Jazz
2010,253293,0.543,0.272,0,-19.497,1,0.106,0.711,0.000467,0.382,104.792,4,Jazz
2008,204226,0.497,0.802,9,-5.807,1,0.0404,0.0154,0.000219,0.402,112.287,4,Jazz
2012,254866,0.434,0.667,2,-6.699,0,0.0353,0.108,0.204,0.161,137.246,4,Jazz
1994,211173,0.559,0.775,11,-12.102,1,0.0373,0.0369,0.877,0.723,148.934,4,Jazz
2005,212813,0.927,0.39,1,-7.467,0,0.0475,0.309,2.2e-05,0.784,102.015,4,Jazz
2009,186080,0.58,0.579,5,-6.957,0,0.03,0.25,0.0,0.895,146.02,4,Jazz
2004,250093,0.655,0.883,0,-4.913,1,0.0443,0.00165,0.00813,0.69,123.0,4,Jazz
2012,217040,0.518,0.108,4,-15.291,1,0.0331,0.879,0.869,0.245,129.086,3,Jazz
2010,218493,0.898,0.327,7,-9.802,1,0.0903,0.0122,0.000922,0.694,111.439,4,Jazz
2010,202853,0.602,0.875,5,-5.154,0,0.0556,0.0012,0.0104,0.419,124.927,4,Jazz
2009,261079,0.407,0.758,2,-8.905,1,0.0857,0.0528,0.000122,0.381,98.076,4,Jazz
2013,331106,0.672,0.613,2,-9.551,1,0.0711,0.222,0.0248,0.503,96.939,4,Jazz
2007,218680,0.498,0.96,1,-3.749,0,0.154,0.000318,0.00314,0.284,152.032,4,Jazz
2007,507749,0.316,0.774,9,-9.771,1,0.0727,0.216,0.00252,0.439,144.129,4,Jazz
2003,237320,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.541,95.011,4,Jazz
2002,217600,0.395,0.855,0,-3.001,1,0.0356,0.000125,0.0333,0.472,130.892,3,Jazz
1993,193266,0.81,0.662,0,-11.262,1,0.0487,0.0673,0.626,0.993,139.771,4,Jazz
1998,250866,0.599,0.21,1,-19.329,1,0.0354,0.322,0.48,0.32,124.866,4,Jazz
2010,288266,0.227,0.542,8,-10.469,0,0.0476,0.0298,0.239,0.187,78.636,4,Jazz
2013,607853,0.489,0.92,0,-7.832,1,0.0463,0.00197,0.775,0.347,130.01,4,Jazz
2014,385653,0.501,0.774,7,-5.444,0,0.0385,0.0101,0.00153,0.286,119.968,4,Jazz
2004,200880,0.527,0.429,9,-10.327,0,0.0282,0.397,0.801,0.167,130.071,4,Jazz
1992,318066,0.618,0.635,0,-15.524,1,0.0359,0.0427,0.827,0.656,125.063,4,Jazz
1999,219240,0.646,0.914,4,-4.071,1,0.0448,0.015,1.32e-05,0.849,134.035,4,Jazz
2010,273225,0.561,0.594,10,-7.484,0,0.0325,0.627,0.0259,0.544,158.018,4,Jazz
1997,354626,0.284,0.483,11,-5.506,0,0.0486,0.00404,0.0926,0.0395,159.504,4,Jazz
1997,177093,0.71,0.734,0,-14.932,0,0.052,0.511,0.838,0.4,147.979,4,Jazz
2012,207186,0.717,0.592,2,-6.168,0,0.0857,0.0648,5.12e-05,0.484,110.993,4,Jazz
2013,224440,0.651,0.673,6,-7.838,0,0.0298,0.00124,0.736,0.56,103.359,4,Jazz
2002,275533,0.37,0.548,9,-9.996,1,0.0397,0.106,0.745,0.463,142.159,4,Jazz
2009,194582,0.5877892481133306,0.4509004625293284,1,-28.077890576006524,0,0.3622270901230472,0.2607040757400305,0.2633922530527337,0.3398235324403246,194.08726377624316,3,Jazz
2015,282781,0.3155111844551665,0.7092948481791502,4,-36.89004924254349,0,0.9192001915555884,0.8965175738470567,0.4366086022792935,0.408612637672149,194.1651405717692,5,Jazz
2001,246072,0.3762575173502633,0.6198484268334863,2,-24.335914324071965,1,0.630883045678465,0.1934323060320877,0.4687902140265024,0.4450621411284285,73.09442949010807,4,Jazz
1954,186187,0.2501576933202859,0.5178436961884274,2,-55.33262993046985,1,0.656032680631417,0.9763002975126442,0.9455731820532476,0.1465416404162142,155.70601374598706,5,Jazz
2002,148806,0.5630145016903542,0.5506115879509584,6,-29.460183230285537,1,0.6598346747552908,0.9741825413326378,0.6683317410812629,0.7562029340702003,176.60951160331598,3,Jazz
2023,137334,0.3749741093838291,0.580697347738625,2,-26.77820539556425,0,0.0982152550665829,0.4688970594149686,0.4048870856364871,0.275607413650226,105.44172273046128,5,Jazz
1965,254623,0.4276638361894189,0.5907250837311712,9,-29.710370938971405,1,0.3919944867141351,0.1029993663526767,0.3023371778730662,0.7894344008298333,58.19778883831633,4,Jazz
1989,146181,0.3592766037588401,0.8104488251473025,7,-7.662808609301528,0,0.5551900542001504,0.9025011858894324,0.7527072173315559,0.4176206858585,150.95353920978343,5,Jazz
2000,298294,0.7484325076136839,0.0291656957690502,4,-48.55464886960862,0,0.1931268920077156,0.7711054625491323,0.1709553032209437,0.5810391747638544,90.7674548523249,3,Jazz
1989,199865,0.1314432507331302,0.0130105011911896,6,-11.804879823200338,1,0.0723636741126863,0.482111234576879,0.0853147983558541,0.0833551148457266,123.09201481875373,3,Jazz
2014,170947,0.3208248207851073,0.660171340081608,1,-0.3511290248600147,0,0.0730706440849209,0.4667401250389045,0.714241788392614,0.0757346137479608,129.4961934330367,5,Jazz
2004,161813,0.5527069872455262,0.056623454280693,1,-25.12825622942072,1,0.6145558140536624,0.6784943006653168,0.1084557250342175,0.7973548063216122,154.92886365734674,4,Jazz
1996,195317,0.1845884334221854,0.0180279802895775,6,-17.982741947650254,1,0.6312181618312876,0.4543713736251891,0.1222694867317826,0.3879536077814477,192.80570414918228,4,Jazz
1958,253882,0.103880072009619,0.6206583038463739,0,-41.34214978781277,0,0.5528666218667901,0.3544328720472262,0.4110153704335165,0.7453199930892006,171.79746092962984,3,Jazz
1994,126346,0.7559429298730579,0.491593258509127,9,-24.954088994751764,0,0.8847480755538829,0.8414632915489564,0.8880124195255298,0.3162263689917485,118.67722616865554,3,Jazz
1991,156996,0.2917174581037102,0.2065927655216257,6,-17.124423940766434,1,0.2872909224877172,0.391612035237473,0.8851081306527689,0.9847767585921288,136.66739269194062,3,Jazz
2001,212295,0.4025479645178602,0.1326741993310644,2,-39.817374724746585,1,0.8938321387651675,0.1080427273407593,0.3207295121466907,0.8297422685186019,100.01025974001854,5,Jazz
2018,172384,0.2114100281995933,0.1456568239554482,9,-57.53205326654393,0,0.4649934729675319,0.8677803124281956,0.195078809794523,0.6613516018772183,147.09678603925676,5,Jazz
1979,170688,0.6445263473048082,0.1407462667998464,3,-0.6751852240404261,1,0.5400777746235486,0.8297092142079759,0.8471540824882706,0.1288228550716684,93.43673009545802,5,Jazz
2008,166624,0.9346263228905036,0.2094068989622133,0,-6.03311200901922,1,0.914020973653761,0.6116027274532403,0.994083706753875,0.1616817779919069,150.14120759005573,5,Jazz
2020,238783,0.6454019144737938,0.3144345678982814,1,-17.892438177084664,1,0.4110193035347851,0.8654383150819135,0.2411510078829789,0.0611791490235614,164.16562171334573,5,Jazz
1963,287186,0.1815717128751423,0.4859496254461668,9,-38.1909764631488,1,0.1391254888057279,0.9311953999843132,0.7299561366987924,0.3034364043194655,109.59072451695522,5,Jazz
1958,137234,0.7911411991904516,0.3273376372309495,1,-23.918515966032025,1,0.3547775797119302,0.1307122875394178,0.0820493181855983,0.6539400230646812,82.18050909709345,3,Jazz
2008,236511,0.7900980479504954,0.7729981014987628,7,-21.73704211327361,1,0.9298424653276492,0.5682113020022532,0.1760983749389342,0.0206696200706485,119.78964003389304,5,Jazz
1969,246065,0.0123692597831213,0.0584383351286356,3,-31.58116278442837,1,0.6859088157989126,0.3498659831568149,0.4345618590241215,0.4868091008293738,159.444719772667,4,Jazz
2014,281948,0.0763736594676574,0.6349215848423813,4,-35.85140858411916,1,0.6428468644577358,0.9462004263293244,0.530262011933033,0.2793329982403829,87.79001639409589,5,Jazz
1968,124844,0.4363463304723726,0.5645141521458672,6,-8.390538479552404,0,0.0400279513668629,0.0107226255328926,0.2823732359693345,0.7505928431247544,126.01860643219764,5,Jazz
1972,180892,0.5557589624272965,0.5559307697030684,8,-52.923052583689,1,0.7956567051995328,0.4509967225054049,0.6227166756663614,0.1054413760393537,52.52846145953174,4,Jazz
1986,196118,0.7484262342285727,0.9052876936095194,0,-16.598891510881757,1,0.266822716642624,0.5512088785966082,0.5394544792097449,0.2444391001296008,100.48260099353072,3,Jazz
2002,185594,0.1710357814339917,0.2231331168583364,4,-38.006748258269695,1,0.8232966528781374,0.273231581893458,0.2045757274815139,0.4273665759369986,145.22485175962638,4,Jazz
1979,163759,0.9626849232124935,0.1835325326918007,7,-54.17660566360361,1,0.0604752077276143,0.5095713302915481,0.4652575532784707,0.6940614149620423,195.3976650879555,4,Jazz
1978,221854,0.2528849754114963,0.8120152146925785,2,-40.63236928580933,0,0.8193301750177974,0.0167647326133928,0.9990339471273106,0.262255782361472,191.28891856284795,4,Jazz
2003,254232,0.2891250700640193,0.2697972155312897,0,-23.615646030027115,0,0.2190884487953465,0.1786585002530684,0.2729537066892188,0.3187115931140986,66.28354300045169,4,Jazz
1968,245807,0.0630534194035192,0.0572713447155106,6,-50.98337241130341,0,0.1449919941804475,0.8176322428067639,0.4684704890850195,0.7224993571878536,60.502700377750166,3,Jazz
2016,254528,0.1389109093192813,0.7483385607171864,3,-28.398053430838324,0,0.5043302320052372,0.3400129727160351,0.2704827762181317,0.4613939955305616,87.01782914906957,5,Jazz
1957,238180,0.1104103317766458,0.4455644351442741,2,-24.3990463332253,0,0.5431352532238444,0.9588871004706778,0.4133558970936055,0.8314422103090487,198.88280140784417,5,Jazz
1996,171197,0.4547353271577937,0.0416222430271567,9,-29.94895338007853,1,0.920284813063128,0.2671597613685862,0.7782357814259092,0.0924095027800003,74.80554371240984,5,Jazz
1957,234583,0.7842747799553077,0.7650903725370792,9,-53.48300186390421,0,0.9450505838540054,0.5437843918253399,0.8085676220256504,0.7778587133823445,98.30450084694252,4,Jazz
1999,196442,0.3321112350702596,0.9412121915488666,1,-26.092358097319128,0,0.5529183278003432,0.2410929239654,0.8501978138635112,0.4675414671827667,149.5495696129479,4,Jazz
2019,128511,0.1855333315899459,0.0223763592649566,4,-43.02615605828164,1,0.2945135314894804,0.8417784168849372,0.0425841769865088,0.3479419838962407,51.43077000057762,5,Jazz
1967,194451,0.2621040230980452,0.1122022672047584,7,-53.45943291347068,0,0.9568234499303828,0.7933312130893572,0.7021222556550826,0.0553677045242854,69.47509684894038,3,Jazz
2005,164118,0.8145338437783417,0.056347172185872,1,-26.490845977809503,0,0.6062079405435465,0.7796667284892833,0.8688965383750389,0.1660402470373541,133.47678815118527,5,Jazz
2013,202863,0.9756302566736929,0.2260788710224288,5,-21.611569851625475,0,0.4721024081204198,0.1371349710967017,0.7344148662672139,0.4736193816363294,181.67707528004277,5,Jazz
1966,153155,0.0814086775526359,0.4679924874822689,9,-39.49008395011995,0,0.4771946992621694,0.0171978217715982,0.937971488586822,0.5049987400886765,160.26866593224784,5,Jazz
2001,167314,0.527385491602604,0.7323519552423785,10,-7.66000982851066,0,0.2738916380861551,0.1886775279663968,0.036474463101969,0.7551212583628756,89.32022112429047,3,Jazz
1959,263223,0.1309134900271547,0.2707790612817088,1,-29.93751885933661,0,0.0926427000092693,0.9293866199519332,0.5379147058788348,0.412181779744061,186.4360812061663,3,Jazz
1986,183242,0.1447121007662,0.906136744522894,2,-6.170398364267157,1,0.6104803376561496,0.6146377574656777,0.4342718035499503,0.6442690151030287,101.45219362034608,3,Jazz
1971,125226,0.0721859600796475,0.1012591343049108,8,-35.13583943000954,0,0.7283872765622249,0.1925285531996783,0.2915441203667419,0.3493857748855122,84.58847234057649,4,Jazz
1961,219842,0.892447893186636,0.1000288870020025,9,-35.4158496124285,1,0.7987334683347381,0.8441507796538908,0.1322930174178935,0.6247142431695227,57.07555980249801,3,Jazz
1984,218060,0.942235532145046,0.3475641139723128,4,-22.793692914600022,1,0.7765634877941642,0.2601437379588274,0.1545623199637572,0.5690011868321879,110.9386679450756,5,Jazz
1958,195537,0.8793781666969142,0.5671514490963355,4,-30.50097244815972,1,0.036907331959986,0.5735171474566312,0.7821543265569775,0.5709504279734025,78.70650235924062,3,Jazz
1966,133149,0.4977233309444034,0.6458859941512931,7,-10.010638184222728,1,0.6159621985927737,0.5421548774248367,0.5244665284460033,0.1704986401571169,133.62021932319007,3,Jazz
2004,235840,0.4731198895722942,0.2888111861712304,2,-17.222676627432847,1,0.8657686490437393,0.6604013078228594,0.8344127770862034,0.3914930985576811,95.60447498957792,3,Jazz
2010,204982,0.7815791057383236,0.5648480561363314,4,-24.39234429228097,0,0.935026421422064,0.6346432238134855,0.1722516627464346,0.9019960319453388,55.12412623496213,4,Jazz
1999,139567,0.9760454004285114,0.7935561611267035,1,-53.18871324674763,0,0.3681757371026224,0.7420639948474153,0.7129077110101306,0.6378143981790634,138.54731786737574,3,Jazz
1977,166670,0.521511193192051,0.6679555653091738,0,-6.071091647443524,1,0.0974539863447392,0.2252336835837947,0.6054873159632495,0.1077074921822002,102.81189596880624,4,Jazz
2023,129531,0.6625371713214452,0.7697086185640587,2,-47.90128199802776,0,0.4138402693508176,0.5664463999576964,0.7847365712807738,0.8844336843071902,66.70232643549569,5,Jazz
2009,294385,0.9986365732947018,0.2265133868082905,4,-43.27907522304515,1,0.6568045332010349,0.5202062739903168,0.9299180569141924,0.8308886726314701,84.64125851408642,3,Jazz
1950,226491,0.4135938832280029,0.4519443346251013,1,-16.729705755957752,1,0.491517828385406,0.5137131024828832,0.8684547254570422,0.66979955192335,90.73243924287378,5,Jazz
1995,232866,0.7660214644338686,0.518559718250882,4,-50.5340271045693,0,0.8541624862466233,0.7452581083108089,0.621080372147236,0.5932186561651513,163.3189498265861,3,Jazz
1963,198130,0.4287912156188701,0.6913182320241191,6,-54.56977312037779,1,0.7653373435083489,0.0302047090325753,0.7349888859771984,0.1975058155197129,50.3395597845142,5,Jazz
2005,279293,0.1850227136071075,0.0410544899273362,7,-25.937926522460582,0,0.3320037812219651,0.5502668272657484,0.6678191885759334,0.2127022243636696,194.0603836620148,4,Jazz
2002,198904,0.1502926917647107,0.8648292845117401,8,-14.762361350047025,1,0.0823784978026533,0.9746286205357616,0.2973709873796876,0.2883138650111956,126.09006400705096,3,Jazz
1952,292365,0.931102305086594,0.9286165003977018,5,-1.8777751875135424,0,0.165878746685811,0.3268648136074237,0.6185920738245042,0.8140634201995371,171.56809344215262,4,Jazz
2006,232671,0.5533557143040777,0.2807090292807759,1,-1.965373924305922,0,0.9395712193280458,0.9951982943357326,0.4365502315584381,0.5410738988439855,83.4550783780586,4,Jazz
2009,256906,0.8932942279077816,0.0154882274866966,5,-10.283478903827096,1,0.2303160417338338,0.3978354479084875,0.5327417025915886,0.6445279848632529,85.86699545628645,3,Jazz
1994,294572,0.3342060722677266,0.5903339200952489,7,-32.48043178310573,1,0.0981275997837465,0.5906386154812489,0.9290681764360847,0.2797827875415805,63.43391076901276,3,Jazz
2013,488019,0.354,0.361,9,-12.722,0,0.0509,0.625,0.0112,0.212,80.36,4,Punk
1991,254760,0.433,0.744,10,-8.97,0,0.0449,9.84e-06,7.73e-05,0.595,157.18,4,Punk
2008,246413,0.334,0.875,4,-3.798,0,0.0751,0.000153,0.000494,0.322,169.426,4,Punk
2012,311160,0.186,0.945,9,-7.101,1,0.0547,0.00101,0.0,0.766,205.073,4,Punk
2005,196093,0.684,0.809,5,-3.781,1,0.078,0.0996,0.0,0.702,87.891,4,Punk
2006,196840,0.648,0.937,2,-3.977,1,0.0892,0.000539,0.0,0.679,91.469,4,Punk
2004,226760,0.608,0.885,2,-4.296,0,0.0963,0.00258,1.33e-05,0.518,125.023,4,Punk
1977,159440,0.521,0.894,2,-6.716,1,0.0529,0.0192,9.95e-05,0.886,151.231,4,Punk
1987,219933,0.447,0.939,8,-8.468,1,0.0462,0.163,0.0203,0.32,103.27,4,Punk
2012,228173,0.442,0.884,11,-6.485,0,0.0945,0.000252,0.000651,0.601,145.107,4,Punk
2009,304773,0.442,0.911,9,-5.025,1,0.0728,0.000771,0.00289,0.183,122.961,4,Punk
1993,236640,0.723,0.726,1,-12.261,0,0.0933,5.88e-05,0.0122,0.52,118.589,4,Punk
2008,387066,0.667,0.998,6,-5.873,0,0.065,0.00137,0.439,0.351,149.006,4,Punk
1995,234382,0.547,0.879,1,-10.727,1,0.0501,0.00146,0.772,0.453,84.202,4,Punk
2020,149955,0.8002509077472931,0.5211796107506085,4,-52.83721136805583,0,0.9198732928768542,0.7820917751772954,0.8225842980794512,0.2152632204789335,150.0184721552351,5,Punk
1984,178736,0.2953152727462911,0.0845709479481413,2,-50.41750835225348,0,0.0401042043752856,0.0981878977965409,0.1845978276793061,0.8767724075778833,114.4912754618332,3,Punk
1972,135346,0.2948243498418501,0.0676468108958288,3,-20.85808377885602,1,0.2179686912067759,0.2555629868369458,0.4932085825195219,0.914552314221848,69.34299548540935,4,Punk
1968,260196,0.0078267988072936,0.224587904476198,10,-24.086888223109483,1,0.0286055726568795,0.5431762823592098,0.5135819245505242,0.7109608460270725,72.9858426264458,5,Punk
1961,163694,0.6857948507287167,0.6867707968229183,0,-9.308237935182362,1,0.421006905278796,0.5347005553154006,0.6280080669417403,0.7210948546356702,66.9228031241171,3,Punk
2005,139984,0.8911395121198041,0.8727805994557837,9,-31.087242694119983,0,0.0892312973414978,0.7376929369719584,0.851848892654238,0.9125470187524676,156.77313517996978,5,Punk
1985,231187,0.8040135390729154,0.7067541636109812,10,-23.06864426330692,1,0.5924952293546019,0.6805878168384888,0.8972176352861656,0.6863515821270637,61.78914635399288,3,Punk
1960,284709,0.1938037208206476,0.8953811736996448,3,-28.60950659491501,0,0.094075161048064,0.4276196193402923,0.7053737437161662,0.2019306595105874,128.6110684903675,3,Punk
2007,121829,0.2991789777709239,0.3516966626489566,10,-30.63415329660525,0,0.3339457792909137,0.7529757717325949,0.001970201681117,0.958263339024828,54.35677338352323,3,Punk
1986,131419,0.4248125135410902,0.5512546905591376,2,-57.0585480865629,0,0.7780761045248208,0.0375717366610872,0.5045411633389878,0.1971435796290241,193.22811240212096,4,Punk
2002,182545,0.7104106264279697,0.0354884611542859,10,-55.603758725906864,0,0.7467343545137894,0.8506645430645097,0.3141516661212343,0.5833790690730746,180.06910240041117,3,Punk
1975,173063,0.1510843876353537,0.0555381281447544,8,-54.77532717478388,0,0.8225878686870668,0.7953427194015704,0.5276280788004784,0.4780070847207327,192.2284904714245,5,Punk
1969,144522,0.3246916190462999,0.3629076003807123,6,-19.1000479179311,0,0.9064249602115168,0.1170405226127758,0.8494832153029457,0.592924149312829,93.91590739367112,4,Punk
1963,120027,0.6463985103661896,0.6234209988685616,9,-59.37154926067448,1,0.600788360096552,0.7369484351121526,0.1240443155922043,0.9401243835625444,99.66600392444973,3,Punk
1955,275088,0.7817799912104845,0.0627631550164298,1,-35.40195995431608,0,0.2480556126769301,0.7803712668672866,0.2489152404400132,0.4851870529109269,106.27492873587975,4,Punk
1963,184404,0.8678496866584847,0.375180280134169,7,-51.80794671989946,1,0.3369664275445339,0.8597105062879077,0.0258927574610796,0.3360184023746171,119.91657797214606,4,Punk
1964,273256,0.2278728292924382,0.2584494311343942,6,-11.393234529412132,1,0.3614461400107035,0.2449090523189746,0.0267293643572809,0.9959751652421764,68.20916751056185,5,Punk
2009,242835,0.8352389331579599,0.9907654736894084,0,-47.99536516343483,1,0.3270531285680725,0.0308903469813951,0.7378798360405766,0.9196058362088528,197.8114884126096,5,Punk
2015,178122,0.7572492457954267,0.0334434831237736,0,-23.896195115599127,0,0.6120152822801399,0.1271963812872575,0.7897943201205947,0.501201978865923,185.0183418276764,3,Punk
1982,146361,0.2990169766679617,0.6385958316211076,5,-24.29006112392153,0,0.1339099498384319,0.1124741197935452,0.1349494228534263,0.5060701517199564,126.7820908398408,5,Punk
2022,120108,0.1376129604452498,0.6346986518170711,10,-56.94497238225209,1,0.4970636300465956,0.058222775203432,0.7738370708832282,0.985706992714645,101.7406022483258,4,Punk
2004,269821,0.6050112490825132,0.4458652915707686,2,-43.24108551281424,0,0.5521204270431842,0.4584362603185109,0.2617221743014497,0.9831307816435784,129.88376293677632,3,Punk
1970,212792,0.4096921653329484,0.6208116971252218,8,-54.45965160746311,0,0.2467413812280563,0.2012680527891088,0.5096025501305881,0.8521319837217153,174.70269003898483,5,Punk
2023,263136,0.6798818312539409,0.4359750040451424,10,-0.8294419557357244,1,0.1865769625916594,0.9920202188317978,0.0104160581759108,0.5112005937624907,100.8488828083314,5,Punk
1959,299913,0.3392476501823742,0.5631480383807524,10,-0.3755910885073206,1,0.5586302842201156,0.4210870992980988,0.5849087252179039,0.0355187846691764,149.70666846853635,5,Punk
1970,149919,0.0147808875017997,0.671496105095124,4,-4.235975010391947,0,0.4766922904014375,0.3936731060931919,0.9719382188754622,0.8907062823243102,155.91988594676246,5,Punk
2014,227550,0.3281874768159606,0.1502388240706452,6,-52.741332672798265,1,0.8754077535507409,0.4548420597347092,0.6463244517282438,0.2292594652709472,150.4256860995286,5,Punk
2000,239642,0.2379668168128396,0.7636263152503496,3,-7.302038725541969,0,0.8074656116635359,0.336331666080618,0.8216604267423044,0.3901040166926751,62.63561229001588,4,Punk
2011,223872,0.0006025463404493,0.8450671714541946,0,-31.90641930701254,0,0.6169942963702562,0.1198350909213564,0.4751932850474749,0.9385516951785506,184.82820950008735,5,Punk
1981,126262,0.733713067047611,0.2330076010771448,9,-0.690406617548021,0,0.5609295572235296,0.0051554010103973,0.8238866665419754,0.0109246262362562,153.13110006340764,3,Punk
1980,149637,0.1848979131116732,0.2085550946290743,10,-19.890054742832618,1,0.5535315640737447,0.3940089861047748,0.0218398918913363,0.9245210824347846,139.1176559228566,4,Punk
1980,212381,0.5452852660227551,0.6968831868446672,7,-29.112343687373592,1,0.968536187233249,0.6241874093372024,0.581303334805856,0.0056993298219107,129.59467587773685,3,Punk
1954,178574,0.5177716637649523,0.0774180201934259,8,-9.318337695253163,1,0.5043846527707754,0.5170167518783308,0.7087123265212879,0.5846428430181533,139.8250552626106,3,Punk
1975,208026,0.0887107599500091,0.1607542181622236,10,-58.51897203002358,0,0.5195700867614568,0.7748020361386881,0.1218836743761819,0.7029280458321134,189.3595966471688,5,Punk
2009,214571,0.7318357559642253,0.980018461049343,9,-46.49550236036377,1,0.4541747502661024,0.131177643383984,0.3166939646485316,0.7959235235195941,136.1671793244313,3,Punk
1950,269033,0.0370050863476261,0.7717143111044718,2,-18.292765947803844,0,0.7559594815978447,0.392783019784651,0.3244617053637848,0.5526375934007891,141.51086016420123,4,Punk
1976,277021,0.006968260499909,0.6440364172910706,8,-27.446200344735523,1,0.5128280124551384,0.8792468013224108,0.3178844309727656,0.131820359252936,97.8955096034626,3,Punk
